impactCategory.name,,,,Acidification,Eutrophication,Freshwater ecotoxicity,Global warming,Human health - cancer,Human health - non-cancer,Human health - particulate matter,Ozone depletion,Smog formation
impactCategory.refUnit,,,,kg SO2 eq,kg N eq,CTUeco,kg CO2 eq,CTUcancer,CTUnoncancer,PM 2.5 eq,kg CFC-11 eq,kg O3 eq
category,process,flow,unit,,,,,,,,,
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, diesel powered, Southeast","Transport, single unit truck, long-haul, diesel powered",t*km,0.00013995,5.2986e-05,0.070412,0.10707,1.6991e-10,2.7802e-08,9.8507e-06,2.2227e-10,0.0049152
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, diesel powered, Southwest","Transport, single unit truck, long-haul, diesel powered",t*km,0.0001438,5.2805e-05,0.069735,0.10604,1.681e-10,2.7534e-08,9.6398e-06,2.2013e-10,0.0050507
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, diesel powered, West","Transport, single unit truck, long-haul, diesel powered",t*km,0.00014084,5.2628e-05,0.069749,0.10607,1.6813e-10,2.754e-08,9.6234e-06,2.2018e-10,0.0049461
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, diesel powered, West North Central","Transport, single unit truck, long-haul, diesel powered",t*km,0.00013649,5.1488e-05,0.06837,0.10398,1.6449e-10,2.6994e-08,9.0697e-06,2.1583e-10,0.0047912
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, electricity powered - US","Transport, single unit truck, long-haul, electricity powered",t*km,0.00021455,1.852e-05,5.2613,0.10394,1.1324e-08,2.0817e-06,1.4673e-05,1.9546e-09,0.004926
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, electricity powered, Alaska","Transport, single unit truck, long-haul, electricity powered",t*km,0.00026178,2.2597e-05,6.4195,0.12683,1.3817e-08,2.5399e-06,1.7596e-05,2.3849e-09,0.0060104
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, electricity powered, Central","Transport, single unit truck, long-haul, electricity powered",t*km,0.00034643,2.7097e-05,4.0353,0.14421,8.7147e-09,1.5836e-06,2.3696e-05,7.4496e-09,0.0070346
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, electricity powered, East North Central","Transport, single unit truck, long-haul, electricity powered",t*km,0.00036094,2.8231e-05,4.2043,0.15025,9.0796e-09,1.6499e-06,2.4578e-05,7.7615e-09,0.0073292
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, electricity powered, Hawaii","Transport, single unit truck, long-haul, electricity powered",t*km,0.00021856,1.8866e-05,5.3597,0.10589,1.1536e-08,2.1206e-06,1.5178e-05,1.9912e-09,0.0050181
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, electricity powered, Northeast","Transport, single unit truck, long-haul, electricity powered",t*km,0.00019322,1.3586e-05,9.6122,0.10464,2.0305e-08,3.7818e-06,1.447e-05,4.2967e-10,0.0040246
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, electricity powered, Northwest","Transport, single unit truck, long-haul, electricity powered",t*km,0.00014517,1.5401e-05,0.68164,0.08248,1.7372e-09,2.8965e-07,9.6208e-06,6.37e-10,0.0035682
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, electricity powered, South","Transport, single unit truck, long-haul, electricity powered",t*km,0.00023425,2.4674e-05,3.0205,0.097761,6.7227e-09,1.2044e-06,1.4891e-05,9.5569e-10,0.0056015
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, electricity powered, Southeast","Transport, single unit truck, long-haul, electricity powered",t*km,0.00018752,1.4205e-05,7.4695,0.10418,1.5948e-08,2.9565e-06,1.1619e-05,9.1954e-10,0.0050517
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, electricity powered, Southwest","Transport, single unit truck, long-haul, electricity powered",t*km,0.0001919,1.5411e-05,5.1744,0.11688,1.1043e-08,2.0427e-06,1.4202e-05,1.1421e-09,0.0051984
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, electricity powered, West","Transport, single unit truck, long-haul, electricity powered",t*km,0.00014197,1.6766e-05,2.59,0.069716,6.068e-09,1.0731e-06,1.0113e-05,2.7852e-10,0.0039684
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, electricity powered, West North Central","Transport, single unit truck, long-haul, electricity powered",t*km,0.00028761,2.7353e-05,1.4415,0.11532,3.2624e-09,5.6562e-07,1.5937e-05,1.829e-09,0.0050889
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, gasoline powered - US","Transport, single unit truck, long-haul, gasoline powered",t*km,6.7268e-05,5.24e-05,0.077405,0.11981,1.7718e-10,3.0525e-08,5.1841e-06,2.4278e-10,0.0021855
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, gasoline powered, Alaska","Transport, single unit truck, long-haul, gasoline powered",t*km,6.6884e-05,5.2107e-05,0.076963,0.11805,1.76e-10,3.0349e-08,4.9745e-06,2.414e-10,0.0021891
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, gasoline powered, Central","Transport, single unit truck, long-haul, gasoline powered",t*km,6.7896e-05,5.243e-05,0.077392,0.11979,1.7714e-10,3.052e-08,5.2089e-06,2.4274e-10,0.002223
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, gasoline powered, East North Central","Transport, single unit truck, long-haul, gasoline powered",t*km,6.8183e-05,5.2084e-05,0.076807,0.11888,1.7576e-10,3.0289e-08,5.1744e-06,2.4091e-10,0.0022203
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, gasoline powered, Hawaii","Transport, single unit truck, long-haul, gasoline powered",t*km,6.6771e-05,5.385e-05,0.079789,0.12353,1.8313e-10,3.1466e-08,5.4904e-06,2.5025e-10,0.0022175
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, gasoline powered, Northeast","Transport, single unit truck, long-haul, gasoline powered",t*km,6.8349e-05,5.2391e-05,0.077285,0.11963,1.7697e-10,3.0477e-08,5.176e-06,2.424e-10,0.0022074
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, gasoline powered, Northwest","Transport, single unit truck, long-haul, gasoline powered",t*km,6.8152e-05,5.2293e-05,0.077146,0.11941,1.7663e-10,3.0423e-08,5.1415e-06,2.4197e-10,0.0021727
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, gasoline powered, South","Transport, single unit truck, long-haul, gasoline powered",t*km,6.6174e-05,5.197e-05,0.076828,0.11892,1.7585e-10,3.0297e-08,5.1086e-06,2.4097e-10,0.0021723
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, gasoline powered, Southeast","Transport, single unit truck, long-haul, gasoline powered",t*km,6.7238e-05,5.299e-05,0.07836,0.1213,1.794e-10,3.0902e-08,5.28e-06,2.4578e-10,0.0022221
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, gasoline powered, Southwest","Transport, single unit truck, long-haul, gasoline powered",t*km,6.8044e-05,5.2432e-05,0.077374,0.11977,1.7718e-10,3.0513e-08,5.1871e-06,2.4269e-10,0.0022313
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, gasoline powered, West","Transport, single unit truck, long-haul, gasoline powered",t*km,6.5356e-05,5.2305e-05,0.077424,0.11984,1.771e-10,3.0532e-08,5.1321e-06,2.4284e-10,0.0020134
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, long-haul, gasoline powered, West North Central","Transport, single unit truck, long-haul, gasoline powered",t*km,6.734e-05,5.1169e-05,0.075421,0.11673,1.7248e-10,2.9742e-08,5.0139e-06,2.3656e-10,0.0021891
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, compressed natural gas powered - US","Transport, single unit truck, short-haul, compressed natural gas powered",t*km,0.00022724,1.3598e-05,0.038571,0.21371,2.3051e-10,1.3787e-08,8.0283e-06,1.2858e-11,0.0068591
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, compressed natural gas powered, Alaska","Transport, single unit truck, short-haul, compressed natural gas powered",t*km,0.00023243,1.3935e-05,0.038093,0.2106,2.27e-10,1.3617e-08,7.9304e-06,1.27e-11,0.0070557
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, compressed natural gas powered, Central","Transport, single unit truck, short-haul, compressed natural gas powered",t*km,0.00022877,1.3695e-05,0.038557,0.2136,2.3054e-10,1.3782e-08,8.037e-06,1.2854e-11,0.0069141
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, compressed natural gas powered, East North Central","Transport, single unit truck, short-haul, compressed natural gas powered",t*km,0.00022747,1.3624e-05,0.037974,0.2098,2.2554e-10,1.3575e-08,7.8543e-06,1.2661e-11,0.0068806
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, compressed natural gas powered, Hawaii","Transport, single unit truck, short-haul, compressed natural gas powered",t*km,0.00023636,1.4112e-05,0.041685,0.23384,2.5893e-10,1.4894e-08,8.9788e-06,1.389e-11,0.0071173
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, compressed natural gas powered, Northeast","Transport, single unit truck, short-haul, compressed natural gas powered",t*km,0.00022944,1.374e-05,0.038402,0.21274,2.2924e-10,1.3727e-08,8.0029e-06,1.2802e-11,0.0069415
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, compressed natural gas powered, Northwest","Transport, single unit truck, short-haul, compressed natural gas powered",t*km,0.0002283,1.3671e-05,0.038244,0.21162,2.2778e-10,1.3671e-08,7.9454e-06,1.275e-11,0.0069043
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, compressed natural gas powered, South","Transport, single unit truck, short-haul, compressed natural gas powered",t*km,0.00021878,1.3075e-05,0.03791,0.20929,2.2411e-10,1.3553e-08,7.761e-06,1.264e-11,0.0065711
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, compressed natural gas powered, Southeast","Transport, single unit truck, short-haul, compressed natural gas powered",t*km,0.00023056,1.3783e-05,0.039787,0.22147,2.415e-10,1.4219e-08,8.3963e-06,1.3261e-11,0.0069508
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, compressed natural gas powered, Southwest","Transport, single unit truck, short-haul, compressed natural gas powered",t*km,0.00023154,1.3872e-05,0.038466,0.21303,2.294e-10,1.375e-08,8.0473e-06,1.2824e-11,0.0070133
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, compressed natural gas powered, West","Transport, single unit truck, short-haul, compressed natural gas powered",t*km,0.00022745,1.3614e-05,0.038423,0.21311,2.2897e-10,1.3735e-08,8.0048e-06,1.281e-11,0.0068698
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, compressed natural gas powered, West North Central","Transport, single unit truck, short-haul, compressed natural gas powered",t*km,0.00021603,1.2935e-05,0.036262,0.1984,2.0946e-10,1.2967e-08,7.2641e-06,1.2094e-11,0.0065089
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, diesel powered - US","Transport, single unit truck, short-haul, diesel powered",t*km,0.0001557,5.7311e-05,0.075729,0.11515,1.8436e-10,2.991e-08,9.4242e-06,2.3904e-10,0.0054955
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, diesel powered, Alaska","Transport, single unit truck, short-haul, diesel powered",t*km,0.00016075,5.7493e-05,0.075525,0.11496,1.8907e-10,2.9854e-08,9.356e-06,2.3835e-10,0.0057178
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, diesel powered, Central","Transport, single unit truck, short-haul, diesel powered",t*km,0.00015679,5.7399e-05,0.075761,0.11522,1.8537e-10,2.9927e-08,9.4313e-06,2.3913e-10,0.005542
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, diesel powered, East North Central","Transport, single unit truck, short-haul, diesel powered",t*km,0.00015629,5.7012e-05,0.075199,0.1144,1.8533e-10,2.9711e-08,9.2818e-06,2.3734e-10,0.0055354
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, diesel powered, Hawaii","Transport, single unit truck, short-haul, diesel powered",t*km,0.00015945,5.8852e-05,0.077801,0.11823,1.8713e-10,3.0717e-08,1.0167e-05,2.456e-10,0.0056077
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, diesel powered, Northeast","Transport, single unit truck, short-haul, diesel powered",t*km,0.00015767,5.7388e-05,0.075657,0.11508,1.8569e-10,2.9889e-08,9.4057e-06,2.388e-10,0.0055779
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, diesel powered, Northwest","Transport, single unit truck, short-haul, diesel powered",t*km,0.00015694,5.7279e-05,0.075557,0.11493,1.8556e-10,2.985e-08,9.3614e-06,2.3848e-10,0.0055529
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, diesel powered, South","Transport, single unit truck, short-haul, diesel powered",t*km,0.00014962,5.6558e-05,0.075136,0.11422,1.8107e-10,2.9667e-08,9.2097e-06,2.3718e-10,0.0052653
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, diesel powered, Southeast","Transport, single unit truck, short-haul, diesel powered",t*km,0.00015685,5.7922e-05,0.076584,0.11642,1.8532e-10,3.0242e-08,9.7126e-06,2.4175e-10,0.0055262
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, diesel powered, Southwest","Transport, single unit truck, short-haul, diesel powered",t*km,0.00015948,5.7552e-05,0.07573,0.11515,1.8394e-10,2.9908e-08,9.4446e-06,2.3904e-10,0.0056261
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, diesel powered, West","Transport, single unit truck, short-haul, diesel powered",t*km,0.00015642,5.7349e-05,0.075715,0.11512,1.8351e-10,2.9901e-08,9.4107e-06,2.39e-10,0.0055143
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, diesel powered, West North Central","Transport, single unit truck, short-haul, diesel powered",t*km,0.00014961,5.5861e-05,0.074034,0.11263,1.817e-10,2.9248e-08,8.8262e-06,2.3367e-10,0.0052935
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, electricity powered - US","Transport, single unit truck, short-haul, electricity powered",t*km,0.00011814,1.0198e-05,2.8971,0.057236,6.2356e-09,1.1463e-06,8.7803e-06,1.0763e-09,0.0027125
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, electricity powered, Alaska","Transport, single unit truck, short-haul, electricity powered",t*km,0.0001442,1.2447e-05,3.5361,0.069861,7.611e-09,1.3991e-06,1.0357e-05,1.3137e-09,0.0033107
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, electricity powered, Central","Transport, single unit truck, short-haul, electricity powered",t*km,0.0001908,1.4924e-05,2.2225,0.079425,4.7997e-09,8.7216e-07,1.375e-05,4.1029e-09,0.0038744
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, electricity powered, East North Central","Transport, single unit truck, short-haul, electricity powered",t*km,0.00019863,1.5536e-05,2.3137,0.082684,4.9966e-09,9.0795e-07,1.4187e-05,4.2713e-09,0.0040334
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, electricity powered, Hawaii","Transport, single unit truck, short-haul, electricity powered",t*km,0.00012062,1.0412e-05,2.9579,0.058438,6.3665e-09,1.1703e-06,9.2953e-06,1.0989e-09,0.0027694
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, electricity powered, Northeast","Transport, single unit truck, short-haul, electricity powered",t*km,0.00010636,7.4785e-06,5.2911,0.057598,1.1177e-08,2.0818e-06,8.6535e-06,2.3652e-10,0.0022154
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, electricity powered, Northwest","Transport, single unit truck, short-haul, electricity powered",t*km,7.9935e-05,8.4804e-06,0.37533,0.045416,9.5654e-10,1.5949e-07,5.9749e-06,3.5076e-10,0.0019648
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, electricity powered, South","Transport, single unit truck, short-haul, electricity powered",t*km,0.00012891,1.3578e-05,1.6622,0.053799,3.6996e-09,6.6279e-07,8.8529e-06,5.2592e-10,0.0030826
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, electricity powered, Southeast","Transport, single unit truck, short-haul, electricity powered",t*km,0.00010339,7.8316e-06,4.1181,0.057439,8.7924e-09,1.63e-06,7.1906e-06,5.0697e-10,0.0027851
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, electricity powered, Southwest","Transport, single unit truck, short-haul, electricity powered",t*km,0.00010568,8.4872e-06,2.8497,0.064368,6.0819e-09,1.125e-06,8.5143e-06,6.29e-10,0.0028629
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, electricity powered, West","Transport, single unit truck, short-haul, electricity powered",t*km,7.8098e-05,9.2231e-06,1.4248,0.038351,3.338e-09,5.9031e-07,6.2528e-06,1.5321e-10,0.002183
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, electricity powered, West North Central","Transport, single unit truck, short-haul, electricity powered",t*km,0.0001583,1.5055e-05,0.79339,0.06347,1.7956e-09,3.1132e-07,9.3164e-06,1.0067e-09,0.0028009
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, gasoline powered - US","Transport, single unit truck, short-haul, gasoline powered",t*km,8.181e-05,5.6272e-05,0.082154,0.128,1.8983e-10,3.2407e-08,6.2865e-06,2.5766e-10,0.0027452
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, gasoline powered, Alaska","Transport, single unit truck, short-haul, gasoline powered",t*km,8.1975e-05,5.6155e-05,0.081937,0.12649,1.8882e-10,3.2315e-08,6.2414e-06,2.5699e-10,0.002783
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, gasoline powered, Central","Transport, single unit truck, short-haul, gasoline powered",t*km,8.2752e-05,5.6352e-05,0.082191,0.12805,1.8994e-10,3.2421e-08,6.3939e-06,2.5778e-10,0.0027956
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, gasoline powered, East North Central","Transport, single unit truck, short-haul, gasoline powered",t*km,8.3165e-05,5.5963e-05,0.081523,0.12699,1.8841e-10,3.2158e-08,6.5175e-06,2.5568e-10,0.0027995
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, gasoline powered, Hawaii","Transport, single unit truck, short-haul, gasoline powered",t*km,8.3926e-05,5.8296e-05,0.085199,0.13285,1.9833e-10,3.3614e-08,6.8008e-06,2.672e-10,0.0028999
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, gasoline powered, Northeast","Transport, single unit truck, short-haul, gasoline powered",t*km,8.2167e-05,5.6241e-05,0.082073,0.12788,1.8974e-10,3.2375e-08,6.3906e-06,2.5741e-10,0.0027413
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, gasoline powered, Northwest","Transport, single unit truck, short-haul, gasoline powered",t*km,8.3296e-05,5.6212e-05,0.08191,0.12761,1.894e-10,3.231e-08,6.31e-06,2.569e-10,0.0027553
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, gasoline powered, South","Transport, single unit truck, short-haul, gasoline powered",t*km,8.0128e-05,5.564e-05,0.081314,0.12667,1.8784e-10,3.2075e-08,6.036e-06,2.5503e-10,0.0027102
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, gasoline powered, Southeast","Transport, single unit truck, short-haul, gasoline powered",t*km,8.2267e-05,5.7044e-05,0.083352,0.12988,1.9261e-10,3.2879e-08,6.3147e-06,2.6142e-10,0.0027993
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, gasoline powered, Southwest","Transport, single unit truck, short-haul, gasoline powered",t*km,8.2727e-05,5.6293e-05,0.082093,0.12791,1.8984e-10,3.2383e-08,6.2896e-06,2.5747e-10,0.0028011
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, gasoline powered, West","Transport, single unit truck, short-haul, gasoline powered",t*km,7.9788e-05,5.6121e-05,0.082093,0.12794,1.8944e-10,3.2381e-08,6.1273e-06,2.5747e-10,0.002561
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, single unit truck, short-haul, gasoline powered, West North Central","Transport, single unit truck, short-haul, gasoline powered",t*km,8.1147e-05,5.4721e-05,0.079731,0.12414,1.8403e-10,3.145e-08,6.2101e-06,2.5006e-10,0.0027228
48-49: Transportation and Warehousing/4842: Specialized Freight Trucking,"Corn grain, at conversion plant, 2022 - RNA","Corn grain, at conversion plant",kg,0.00035336,0.00017672,1.8977,0.17005,4.6182e-10,6.3684e-08,1.5386e-05,4.3613e-10,0.0030214
48-49: Transportation and Warehousing/4842: Specialized Freight Trucking,"Corn stover, at conversion plant, 2022 - RNA","Corn stover, at conversion plant",kg,0.019181,0.0045307,7.1733,6.8401,1.6091e-08,2.8319e-06,0.00077811,1.6701e-08,0.62152
48-49: Transportation and Warehousing/4842: Specialized Freight Trucking,"Forest residue, preprocessed, at conversion facility - RNA","Forest residue, preprocessed, at conversion facility",kg,0.00011441,1.3374e-05,0.0064961,0.01697,5.9717e-11,2.2609e-09,3.9791e-06,1.9129e-09,0.0035983
48-49: Transportation and Warehousing/4842: Specialized Freight Trucking,"Switchgrass, at conversion plant, 2022 - RNA","Switchgrass, at conversion plant",kg,0.0024686,0.00016227,2.2654,0.47398,4.86e-09,8.9332e-07,9.0073e-05,8.5724e-10,0.0031015
48-49: Transportation and Warehousing/4842: Specialized Freight Trucking,"Wheat straw, at conversion plant, 2022 - RNA","Wheat straw, at conversion plant",kg,0.00054871,9.0611e-05,1.1226,0.043571,2.4194e-09,4.4421e-07,2.0912e-05,4.3536e-10,0.0018997
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, CNG powered - RNA","Transport, transit bus, CNG powered",p*km,0.00018839,1.1922e-05,0.0019145,0.072582,4.1208e-12,7.575e-10,4.5323e-06,7.1127e-13,0.0068543
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, diesel powered - RNA","Transport, transit bus, diesel powered",p*km,0.0012502,0.00012964,0.11944,0.11476,2.6568e-10,4.7147e-08,5.8534e-05,2.7043e-10,0.043835
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, diesel powered, Alaska - RNA","Transport, transit bus, diesel powered",p*km,0.0013315,0.00013424,0.11817,0.11479,2.6284e-10,4.6643e-08,5.8883e-05,2.6755e-10,0.046682
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, diesel powered, Central - RNA","Transport, transit bus, diesel powered",p*km,0.0012554,0.00012989,0.11927,0.11576,2.6529e-10,4.7078e-08,5.8571e-05,2.7004e-10,0.044016
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, diesel powered, East North Central - RNA","Transport, transit bus, diesel powered",p*km,0.0012628,0.00012935,0.11687,0.11343,2.5995e-10,4.6131e-08,5.8305e-05,2.6461e-10,0.044277
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, diesel powered, Hawaii - RNA","Transport, transit bus, diesel powered",p*km,0.0011481,0.00012329,0.11971,0.11617,2.6628e-10,4.7253e-08,5.8356e-05,2.7105e-10,0.040261
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, diesel powered, Northeast - RNA","Transport, transit bus, diesel powered",p*km,0.0012872,0.00013184,0.11912,0.11561,2.6496e-10,4.7018e-08,5.9678e-05,2.697e-10,0.045134
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, diesel powered, Northwest - RNA","Transport, transit bus, diesel powered",p*km,0.001291,0.00013163,0.11805,0.11457,2.6258e-10,4.6596e-08,5.899e-05,2.6728e-10,0.04526
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, diesel powered, South - RNA","Transport, transit bus, diesel powered",p*km,0.0011979,0.00012697,0.12095,0.11738,2.6904e-10,4.7743e-08,5.8023e-05,2.7385e-10,0.042
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, diesel powered, Southeast - RNA","Transport, transit bus, diesel powered",p*km,0.0012017,0.00012697,0.12037,0.11683,2.6776e-10,4.7515e-08,5.8105e-05,2.7255e-10,0.042136
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, diesel powered, Southwest - RNA","Transport, transit bus, diesel powered",p*km,0.0013179,0.00013491,0.12177,0.11817,2.7087e-10,4.8067e-08,5.9376e-05,2.7571e-10,0.046201
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, diesel powered, West - RNA","Transport, transit bus, diesel powered",p*km,0.0013053,0.0001348,0.12328,0.11965,2.7422e-10,4.8663e-08,6.1314e-05,2.7913e-10,0.045795
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, diesel powered, West North Central - RNA","Transport, transit bus, diesel powered",p*km,0.0012691,0.00013014,0.1178,0.11431,2.6204e-10,4.65e-08,5.7399e-05,2.6673e-10,0.044487
48-49: Transportation and Warehousing/4851: Urban Transit Systems,"Transport, transit bus, gasoline powered - RNA","Transport, transit bus, gasoline powered",p*km,0.00047172,7.19e-05,0.10056,0.10761,2.2361e-10,3.9693e-08,1.0905e-05,2.2592e-10,0.017061
48-49: Transportation and Warehousing/4852: Interurban and Rural Bus Transportation,"Transport, intercity bus, diesel powered - RNA","Transport, intercity bus, diesel powered",p*km,0.0005185,5.5391e-05,0.053373,0.051268,1.1872e-10,2.1068e-08,2.6438e-05,1.2085e-10,0.018166
48-49: Transportation and Warehousing/4852: Interurban and Rural Bus Transportation,"Transport, intercity bus, diesel powered, Alaska - RNA","Transport, intercity bus, diesel powered",p*km,0.00054457,5.6377e-05,0.051812,0.050314,1.1525e-10,2.0452e-08,2.6124e-05,1.1731e-10,0.019076
48-49: Transportation and Warehousing/4852: Interurban and Rural Bus Transportation,"Transport, intercity bus, diesel powered, Central - RNA","Transport, intercity bus, diesel powered",p*km,0.00051968,5.5332e-05,0.053063,0.051489,1.1803e-10,2.0945e-08,2.6337e-05,1.2014e-10,0.018206
