impactCategory.name,,,,Acidification,Eutrophication,Freshwater ecotoxicity,Global warming,Human health - cancer,Human health - non-cancer,Human health - particulate matter,Ozone depletion,Smog formation
impactCategory.refUnit,,,,kg SO2 eq,kg N eq,CTUeco,kg CO2 eq,CTUcancer,CTUnoncancer,PM 2.5 eq,kg CFC-11 eq,kg O3 eq
category,process,flow,unit,,,,,,,,,
"31-33: Manufacturing/3212: Veneer, Plywood, and Engineered Wood Product Manufacturing","Veneer, hardwood, green, at veneer mill, E - US",Veneer; hardwood; green; at veneer mill,kg,0.00059511,0.00010575,4.9716,0.26809,3.5493e-08,1.9481e-06,8.5092e-05,1.8756e-08,0.016803
"31-33: Manufacturing/3212: Veneer, Plywood, and Engineered Wood Product Manufacturing","Wood Combusted, at boiler, at cellulosic fiberboard mill - RNA","Wood Combusted, at boiler, at cellulosic fiberboard mill",kg,0.0018981,9.8681e-05,0.057443,1.8238,3.3296e-10,2.2821e-08,0.00019242,3.1995e-11,0.053538
"31-33: Manufacturing/3212: Veneer, Plywood, and Engineered Wood Product Manufacturing","Wood Combusted, at boiler, at hardboard mill - RNA","Wood Combusted, at boiler, at hardboard mill",kg,0.0014104,0.00013226,0.084599,1.8365,3.8049e-10,3.6533e-08,0.00016231,2.485e-10,0.05073
31-33: Manufacturing/3219: Other Wood Product Manufacturing,"Engineered flooring, hardwood, unfinished, E - US",Engineered flooring; hardwood; unfinished,m3,1.4519,0.34962,11803.0,831.81,0.0001356,0.00463,0.32751,7.919e-05,43.728
31-33: Manufacturing/3219: Other Wood Product Manufacturing,"Prefinished engineered wood flooring, at engineered wood flooring plant, E - US",Prefinished engineered wood flooring; at engineered wood flooring plant,m3,2.2063,0.42669,22437.0,1191.7,0.00016634,0.0087958,0.41117,9.0289e-05,60.511
31-33: Manufacturing/3219: Other Wood Product Manufacturing,"Pressed raw panels, hardwood, at engineered wood flooring plant, E - US",Pressed raw panels; hardwood; at engineered wood flooring plant,kg,0.0021335,0.00053577,16.317,1.2431,2.0798e-07,6.4032e-06,0.00050348,1.2337e-07,0.065059
31-33: Manufacturing/3219: Other Wood Product Manufacturing,"Pressed raw panels, purchased, hardwood, at eng wood flooring plant, E - US",Pressed raw panels; purchased; hardwood; at eng wood flooring plant,kg,0.0021989,0.00055643,16.444,1.2853,2.0852e-07,6.4531e-06,0.00050733,1.2366e-07,0.067266
31-33: Manufacturing/3219: Other Wood Product Manufacturing,"Solid strip and plank flooring, hardwood, E - US",Solid strip and plank flooring; hardwood,m3,1.8943,0.67011,6543.5,1332.9,0.00027789,0.0025945,0.66517,0.00018095,55.125
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Bituminous coal, combusted in industrial boiler, at pulp and paper mill (EXCL.) - RNA","Bituminous coal, combusted in industrial boiler, at pulp and paper mill (EXCL.)",kg,0.00047434,2.118e-05,1.0066,2.9061,7.0677e-09,9.5686e-07,0.00046307,4.7731e-08,0.0039133
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Containerboard, 100% recycled, at mill - US","Containerboard, 100% recycled, at mill",kg,0.0016139,0.00019193,13.467,0.63962,2.84e-08,5.2675e-06,0.00010083,8.8931e-09,0.038387
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Containerboard, average production, at mill - US","Containerboard, average production, at mill",kg,0.004057,0.00062445,10.593,1.8872,2.3843e-08,4.2477e-06,0.00047381,4.4337e-08,0.063638
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Diesel, combusted in industrial boiler, at pulp and paper mill (EXCL.) - RNA","Diesel, combusted in industrial boiler, at pulp and paper mill (EXCL.)",l,0.0010589,0.0015124,2.4792,3.4168,5.8929e-09,1.0142e-06,0.00010793,7.3106e-09,0.040788
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Fuels, burned at bleached kraft market pulp mill, average production, at mill - RNA","Fuels, burned at bleached kraft market pulp mill, average production, at mill",MJ,0.00044289,4.0013e-05,0.019398,0.27174,1.2224e-08,1.5367e-08,4.7247e-05,4.5368e-08,0.0054813
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Fuels, burned at coated freesheet, average production, at mill - RNA","Fuels, burned at coated freesheet, average production, at mill",MJ,0.00062342,2.8585e-05,0.025648,0.14243,7.6391e-09,1.8786e-08,5.3972e-05,1.7402e-08,0.0036852
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Fuels, burned at coated mechanical paper, average production, at mill - RNA","Fuels, burned at coated mechanical paper, average production, at mill",MJ,0.00043785,2.8788e-05,0.028135,0.12997,7.8153e-09,1.6506e-08,4.2792e-05,1.6256e-08,0.0035714
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Fuels, burned at unbleached kraft bag sack paper, average production, at mill - RNA","Fuels, burned at unbleached kraft bag sack paper, average production, at mill",MJ,0.00037635,3.4016e-05,0.025145,0.19207,8.3813e-09,1.66e-08,3.6409e-05,4.6118e-08,0.0036386
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Fuels, burned at uncoated freesheet, average production, at mill - RNA","Fuels, burned at uncoated freesheet, average production, at mill",MJ,0.00044519,2.8135e-05,0.024573,0.16959,7.399e-09,1.7115e-08,4.0589e-05,2.4683e-08,0.0038377
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Fuels, burned at uncoated mechanical paper, average production, at mill - RNA","Fuels, burned at uncoated mechanical paper, average production, at mill",MJ,0.00045212,2.4647e-05,0.026194,0.12868,4.8845e-09,1.4768e-08,3.6629e-05,1.0606e-08,0.0034242
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Gasoline, combusted in equipment, at pulp and paper mill (EXCL.) - RNA","Gasoline, combusted in equipment, at pulp and paper mill (EXCL.)",l,0.00083963,0.0012891,2.1087,2.7106,4.8876e-09,8.2302e-07,0.0001771,6.2309e-09,0.053175
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Hog fuel, pur., combusted in industrial boiler, at pulp and paper mill (EXCL.) - RNA","Hog fuel, pur., combusted in industrial boiler, at pulp and paper mill (EXCL.)",kg,0.00067848,0.00090689,0.010792,1.8353,4.3763e-07,6.2284e-08,0.0010322,2.9565e-07,0.019023
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Hog fuel, self-gen., combusted in ind. boiler, at pulp and paper mill (EXCL.) - RNA","Hog fuel, self-gen., combusted in ind. boiler, at pulp and paper mill (EXCL.)",kg,0.00015048,0.000875,0.010792,1.8353,4.3763e-07,6.2284e-08,0.0010269,2.9565e-07,0.0011608
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","LPG, combusted in industrial boiler, at pulp and paper mill (EXCL.) - RNA","LPG, combusted in industrial boiler, at pulp and paper mill (EXCL.)",l,0.00061573,0.00094531,1.5459,2.1881,3.4064e-09,6.0279e-07,6.824e-05,4.5693e-09,0.025607
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Natural gas, combusted in industrial boiler, at pulp and paper mill (EXCL.) - RNA","Natural gas, combusted in industrial boiler, at pulp and paper mill (EXCL.)",m3,0.002051,0.00011667,0.66859,2.2536,1.3138e-09,2.4344e-07,7.3025e-05,2.0971e-10,0.061246
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Paper, bag and sack, unbleached kraft, average production, at mill - RNA","Paper, bag and sack, unbleached kraft, average production, at mill",kg,0.0061473,0.0010882,11.027,2.8953,1.3233e-07,4.8165e-06,0.00054989,6.1419e-07,0.067804
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Paper, freesheet, coated, average production, at mill - RNA","Paper, freesheet, coated, average production, at mill",kg,0.012432,0.0012162,11.921,3.1406,1.6968e-07,5.7338e-06,0.0010637,3.6122e-07,0.092178
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Paper, freesheet, uncoated, average production, at mill - RNA","Paper, freesheet, uncoated, average production, at mill",kg,0.0091607,0.0017653,17.4,3.5327,1.6354e-07,7.7876e-06,0.00079732,4.4467e-07,0.093759
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Paper, mechanical, coated, average production, at mill - RNA","Paper, mechanical, coated, average production, at mill",kg,0.0077231,0.001038,23.521,2.753,1.6547e-07,9.3662e-06,0.00072097,2.8628e-07,0.090208
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Paper, mechanical, uncoated, average production, at mill - RNA","Paper, mechanical, uncoated, average production, at mill",kg,0.005145,0.0012268,11.942,1.6523,7.4066e-08,4.8652e-06,0.00041557,1.1914e-07,0.05488
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","Pulp, kraft market, bleached, average production, at mill - RNA","Pulp, kraft market, bleached, average production, at mill",kg,0.0068016,0.0011382,6.6185,3.8723,1.7432e-07,3.3564e-06,0.00067291,6.0613e-07,0.085954
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","RFO, combusted in industrial boiler, at pulp and paper mill (EXCL.) - RNA","RFO, combusted in industrial boiler, at pulp and paper mill (EXCL.)",l,0.0011458,0.0016458,2.7565,4.0156,6.7236e-09,1.0675e-06,0.00014305,7.9554e-09,0.044459
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills","TDF, combusted in industrial boiler, at pulp and paper mill (EXCL.) - RNA","TDF, combusted in industrial boiler, at pulp and paper mill (EXCL.)",kg,0.0003256,0.0,7.0282,3.075,1.6282e-09,4.0167e-07,4.16e-10,0.0,6.5078e-08
31-33: Manufacturing/3222: Converted Paper Product Manufacturing,"Corrugated product, 100% recycled, at mill - US","Corrugated product, 100% recycled, at mill",kg,0.00019632,3.2972e-05,0.067698,0.12121,1.4698e-10,2.6016e-08,5.7298e-06,1.3607e-10,0.007049
31-33: Manufacturing/3222: Converted Paper Product Manufacturing,"Corrugated product, average production, at mill - US","Corrugated product, average production, at mill",kg,0.0045789,0.0007124,11.705,2.1872,2.6349e-08,4.6936e-06,0.00052562,4.8944e-08,0.074428
31-33: Manufacturing/3222: Converted Paper Product Manufacturing,"Packaging and information sheets, i2900 desktop scanner - GLO","Packaging and information sheets, i2900 desktop scanner",kg,0.00013177,2.9354e-05,0.91698,0.075375,1.9409e-09,3.5905e-07,8.7788e-06,5.5772e-10,0.0037333
31-33: Manufacturing/3222: Converted Paper Product Manufacturing,"Scanner, packaging and information sheets - GLO","Scanner, packaging and information sheets",kg,0.0041251,0.00075184,10.682,2.0749,2.3645e-08,4.2429e-06,0.00040293,4.2681e-08,0.080194
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,"Lubricant feedstock, at refinery","Lubricant feedstock, at refinery",kg,0.0011372,0.0017459,2.8552,0.79149,6.2912e-09,1.1133e-06,9.2866e-05,8.439e-09,0.046945
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,"Petroleum refined, for energy use, at plant","Petroleum refined, to energy use, at refinery",kg,0.0011372,0.0017459,2.8552,0.79149,6.2912e-09,1.1133e-06,9.2866e-05,8.439e-09,0.046945
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,"Petroleum refined, for material use, at plant","Petroleum refined, to material use, at refinery",kg,0.0011372,0.0017459,2.8552,0.79149,6.2912e-09,1.1133e-06,9.2866e-05,8.439e-09,0.046945
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,"Petroleum refining, at refinery - US","Diesel, at refinery",l,0.00098513,0.0015124,2.4734,0.68566,5.45e-09,9.6443e-07,8.0448e-05,7.3106e-09,0.040668
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,"Slack wax, at plant, US SE - US",Slack wax; at plant,kg,0.0051444,0.00045098,1.4171,0.71782,3.2452e-09,5.5673e-07,0.00010873,2.9487e-09,0.19582
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,"White mineral oil, at plant - RNA","White mineral oil, at plant",kg,0.0039671,0.0021555,13.892,1.9675,3.0583e-08,5.423e-06,0.00016697,1.3564e-08,0.10712
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Acetic acid, at plant - RNA","Acetic acid, at plant",kg,0.004479,0.0002982,4.6962,1.312,9.7331e-09,1.8126e-06,0.00025526,1.6114e-09,0.099486
31-33: Manufacturing/3251: Basic Chemical Manufacturing,Acrylonitrile; at plant - US,Acrylonitrile; at plant,kg,0.0060188,0.00069763,7.083,2.5353,1.4758e-08,2.7267e-06,0.00021092,4.6834e-09,4.1588
31-33: Manufacturing/3251: Basic Chemical Manufacturing,Aniline; at plant - RNA,"Aniline, at plant",kg,0.0047348,0.0016128,8.7194,1.9052,1.8446e-08,3.3638e-06,0.00017767,9.224e-09,0.12807
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Benzene, at plant - RNA","Benzene, at plant",kg,0.0031088,0.0017097,4.2904,1.3967,9.2447e-09,1.6657e-06,0.00013191,8.0894e-09,0.087425
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Butadiene, at plant - RNA","Butadiene, at plant",kg,0.0038713,0.00095967,8.868,2.0493,1.8624e-08,3.4413e-06,0.00015066,6.4058e-09,0.11464
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Carbon monoxide, at plant - RNA","Carbon monoxide, at plant",kg,0.0051157,0.00024914,0.56622,1.3327,9.7607e-11,3.6246e-08,0.00028385,1.1647e-10,0.024752
31-33: Manufacturing/3251: Basic Chemical Manufacturing,Chlorine; chlor-alkali electrolysis; at plant - US,Chlorine; chlor-alkali electrolysis; at plant,kg,0.0024216,0.00021405,11.5,1.0637,2.4101e-08,4.4879e-06,0.00011413,1.8374e-08,0.058193
31-33: Manufacturing/3251: Basic Chemical Manufacturing,Cobalt sulfate; at plant  - CN,Cobalt sulfate; at plant,kg,2.7884,0.0019547,20.138,6.1743,4.308e-08,7.7827e-06,2.4172,1.0513e-07,0.64413
31-33: Manufacturing/3251: Basic Chemical Manufacturing,Crude cobalt hydroxide production; at plant - CD,Crude cobalt hydroxide; at plant; 35% cobalt and 0.47% copper,kg,2.5481,0.001015,3.1607,1.7889,7.1956e-09,1.2311e-06,2.2242,7.3749e-09,0.34095
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Enzyme, Alpha-amylase, Novozyme Liquozyme - RER","Enzyme, Alpha-amylase, Novozyme Liquozyme",kg,0.0014,0.0,0.0,1.2,0.0,0.0,8.5556e-05,0.0,0.0044975
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Enzyme, Cellulase, Novozyme Celluclast - RER","Enzyme, Cellulase, Novozyme Celluclast",kg,0.015277,0.0,0.0,4.0894,0.0,0.0,0.00093359,0.0,0.01803
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Enzyme, Glucoamylase, Novozyme Spirizyme - RER","Enzyme, Glucoamylase, Novozyme Spirizyme",kg,0.009,0.0,0.0,4.4,0.0,0.0,0.00055,0.0,0.014392
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Ethanol, 85%, at blending terminal, 2022 - RNA","Ethanol, 85%, at blending terminal",kg,0.044567,0.51387,16.595,10.214,5.1779e-08,5.2743e-06,0.0018144,5.4105e-07,1.2908
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Ethanol, denatured, at refueling station, 2022 - RNA","Ethanol, denatured, at refueling station",kg,0.05475,0.63399,19.785,12.421,6.2378e-08,6.2372e-06,0.0022179,6.6595e-07,1.5825
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Ethanol, denatured, corn dry mill - RNA","Ethanol, denatured, corn dry mill",kg,0.0028984,0.0011609,9.2408,2.5018,2.9754e-08,7.4243e-07,0.00011931,2.1403e-08,0.037219
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Ethanol, denatured, corn stover, biochemical - RNA","Ethanol, denatured, corn stover, biochemical",kg,0.081912,1.4065,48.337,29.964,1.042e-07,1.8868e-05,0.0040604,7.0327e-08,2.4483
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Ethanol, denatured, forest residues, thermochem - RNA","Ethanol, denatured, forest residues, thermochem",kg,0.30224,0.86768,17.919,46.679,1.5734e-07,6.2289e-06,0.01073,4.9915e-06,9.4673
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Ethanol, denatured, mixed feedstocks, at conversion facility, 2022 - RNA","Ethanol, denatured, mixed feedstocks, at conversion facility",kg,0.054697,0.63398,19.768,12.403,6.2339e-08,6.2305e-06,0.002215,6.659e-07,1.5806
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Ethanol, denatured, switchgrass, biochemical - RNA","Ethanol, denatured, switchgrass, biochemical",kg,0.019002,1.4188,28.41,6.1062,5.9748e-08,1.1084e-05,0.001442,1.072e-08,0.12501
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Ethanol, denatured, wheat straw, biochemical - RNA","Ethanol, denatured, wheat straw, biochemical",kg,0.0099855,1.2172,23.901,4.0091,5.0331e-08,9.3319e-06,0.00048999,9.1713e-09,0.072229
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Ethylene dichloride-vinyl chloride monomer, EDC-VCM; at plant - US","Ethylene dichloride-vinyl chloride, EDC-VCM, monomer; at plant",kg,0.0038578,0.00048376,10.939,1.9475,2.2802e-08,4.2382e-06,0.00015636,2.8032e-07,0.10577
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Ethylene glycol, materials production, organic compound, at plant, kg - RNA","Ethylene glycol, at plant, kg",kg,0.0027992,0.00028906,7.0018,1.8534,1.4631e-08,2.7094e-06,9.7319e-05,2.9109e-09,0.083239
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Ethylene oxide, at plant - RNA","Ethylene oxide, at plant",kg,0.0043446,0.00022801,60.253,1.8271,3.4733e-05,0.0041104,0.0001551,9.8703e-10,0.11369
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Ethylene, materials production, organic compound, at plant, kg - US","Ethylene, at plant, kg",kg,0.0034729,0.00041597,2.0672,1.7934,4.1452e-09,7.6397e-07,0.00011052,1.5457e-09,0.10563
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Fuel grade uranium, at regional storage - RNA","Fuel grade uranium, at regional storage",kg,65.967,1.4656,109940.0,2967.8,0.0002162,0.040265,3.6101,3.6462e-05,476.14
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Hydrochloric acid, HCl; MDI coproduct; at plant, 100% HCl - RNA","Hydrochloric acid, at plant, kg",kg,0.0031842,0.00026051,17.04,1.4578,3.5765e-08,6.6537e-06,0.00015361,2.1671e-08,0.075469
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Hydrochloric acid, without water, in 30% solution state, at plant  - RNA","Hydrochloric acid, without water, in 30% solution state, at plant ",kg,0.0071644,0.00012828,0.18473,1.6795,3.8274e-10,4.3758e-08,0.00041301,1.3999e-07,0.10091
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Hydrogen, chlor-alkali average, membrane cell; at plant - RNA","Hydrogen, at plant",kg,0.0019275,0.00010748,32.892,0.84914,6.9216e-08,1.2865e-05,0.00015054,1.4559e-08,0.041086
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Hydrogen, liquid, synthesis gas, at plant - RNA","Hydrogen, at plant",kg,0.008758,0.00049696,10.573,9.4762,2.1673e-08,4.0464e-06,0.00021718,3.5747e-09,0.2565
31-33: Manufacturing/3251: Basic Chemical Manufacturing,Hydrogen; proton exchange membrane water electrolysis; at plant - US,"Hydrogen, at plant",kg,0.079082,0.0054436,1374.9,35.357,2.8932e-06,0.00053782,0.0058399,4.8149e-07,1.6622
31-33: Manufacturing/3251: Basic Chemical Manufacturing,Hydrogen; small scale-steam methane reforming; at plant - US,"Hydrogen, at plant",kg,0.011655,0.00055743,14.729,10.676,3.1799e-08,5.6463e-06,0.00063939,4.9875e-09,0.26645
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Hydrogen; solid oxide electrolysis, at plant - US","Hydrogen, at plant",kg,0.069037,0.0047182,1201.3,30.743,2.5289e-06,0.00046991,0.0051656,4.2034e-07,1.4454
31-33: Manufacturing/3251: Basic Chemical Manufacturing,Lithium hydroxide monohydrate; production from pre-treated lithium brine; at plant; 100% purity - CA,"Lithium hydroxide monohydrate, at plant",kg,0.088187,0.0036842,1010.7,32.847,2.1266e-06,0.00039519,0.0062649,1.0295e-06,1.6444
31-33: Manufacturing/3251: Basic Chemical Manufacturing,Lithium hydroxide monohydrate; production from spodumene concentrate; at plant; 100% purity - CA,"Lithium hydroxide monohydrate, at plant",kg,0.0093361,4.3429,57.746,8.3948,1.2202e-07,2.2585e-05,0.00044056,2.7311e-08,0.15668
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Methanol, at plant, kg - RNA","Methanol, at plant, kg",kg,0.003221,0.00016898,6.8638,1.05,1.4322e-08,2.6657e-06,0.00033388,2.356e-09,0.089651
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Oxygen, liquid, at plant - RNA","Oxygen, liquid, at plant",kg,0.0001726,9.1422e-06,3.4432,0.079439,7.2457e-09,1.3469e-06,1.4331e-05,1.1897e-09,0.0036653
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Paraxylene, at plant, kg - RNA","Paraxylene, at plant, kg",kg,0.001833,0.0018189,6.7958,1.4844,1.4578e-08,2.6523e-06,0.0001218,1.5043e-08,0.067456
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Potassium sulphate alum, as K2O, hardboard - RNA","Potassium sulphate alum, as K2O, hardboard",kg,0.06791,0.011346,22.621,23.33,5.2867e-08,8.7055e-06,0.00084526,4.8242e-08,1.2724
31-33: Manufacturing/3251: Basic Chemical Manufacturing,Pre-treated lithium brine; at plant - CA,"Lithium brine, pre-treated, at plant",kg,2.3649e-05,8.7458e-07,0.25696,0.0084495,5.4072e-10,1.0047e-07,1.6899e-06,2.9937e-10,0.00042511
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Propylene oxide, at plant - RNA","Propylene oxide, at plant",kg,0.0084876,0.00085454,26.721,3.9781,5.6055e-08,1.03e-05,0.00033276,3.2003e-08,3.075
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Propylene, materials production, organic compound, at plant, kg - RNA","Propylene, at plant",kg,0.0034508,0.0004987,2.2546,1.7987,4.5569e-09,8.3796e-07,0.00011496,1.9705e-09,3.701
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Purified terephthalic acid, PTA, at plant, kg - RNA","Purified terephthalic acid, PTA, at plant, kg",kg,0.0021149,0.0012595,14.58,1.5015,3.0845e-08,5.6932e-06,0.00015697,5.2334e-07,0.066629
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Pyrolysis gasoline, at plant - RNA","Pyrolysis gasoline, at plant",kg,0.0032941,0.0010194,5.0772,1.6143,1.068e-08,1.9612e-06,0.00013315,5.4798e-09,0.10331
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Soy biodiesel, production, at plant - RNA","Soy biodiesel, production, at plant",kg,0.0025279,0.0010496,4.6208,0.67985,7.5589e-09,1.3844e-06,0.00011201,8.2255e-09,0.053694
31-33: Manufacturing/3251: Basic Chemical Manufacturing,Spodumene mineral concentrate; beneficiation process; at plant; 5% lithium oxide - CA,"Spodumene mineral concentrate, 5% lithium oxide, at plant",kg,5.5009e-05,1.5258e-05,0.78124,0.04779,1.6458e-09,3.0543e-07,4.0135e-06,3.5662e-10,0.0012569
31-33: Manufacturing/3251: Basic Chemical Manufacturing,Styrene; at plant - RNA,"Styrene, at plant",kg,0.0050136,0.0015509,8.3718,3.0127,1.769e-08,3.2446e-06,0.00017711,8.2977e-09,0.14716
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Sulfuric acid, at plant - RNA","Sulfuric acid, at plant",kg,0.0028506,3.0371e-05,3.2408,0.073657,6.7685e-09,1.1956e-06,2.6021e-05,1.1103e-09,0.004131
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Toluene, at plant - RNA","Toluene, at plant",kg,0.0025096,0.0019655,3.7515,1.1341,8.2235e-09,1.4629e-06,0.00010835,9.1434e-09,0.070172
31-33: Manufacturing/3251: Basic Chemical Manufacturing,"Xylenes, mixed, produced from naphtha, at plant, kg - RNA","Xylenes, mixed, at plant, kg",kg,0.0013373,0.0017591,3.4223,1.0798,7.4803e-09,1.3342e-06,9.8498e-05,8.6407e-09,0.05303
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Acrylonitrile-butadiene-styrene, ABS, copolymer resin, at plant - RNA","Acrylonitrile-butadiene-styrene, ABS, copolymer resin, at plant",kg,0.0060104,0.0013122,20.476,3.2317,4.3407e-08,7.9756e-06,0.000241,6.13e-08,1.0744
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Carbon fiber, reinforced polymer; at plant - US","Carbon fiber, reinforced polymer, at plant",kg,0.06295,0.0046077,521.25,26.036,1.1e-06,0.00020411,0.0033108,2.1711e-07,7.5776
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Carbon fiber; at plant,"Carbon fiber, at plant",kg,0.074812,0.0052468,628.99,30.225,1.3275e-06,0.00024632,0.0040014,2.6258e-07,9.4808
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Epoxy; at plant - US,"Epoxy, at plant",kg,0.012112,0.0010506,55.466,7.1662,1.1687e-07,2.1658e-05,0.00038326,2.1742e-08,0.32647
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Melamine urea formaldehyde, MF, hardener, at plant - RNA","Melamine urea formaldehyde, MF, hardener, at plant",kg,0.013882,0.0004762,0.14981,1.4199,6.0676e-10,7.2803e-08,0.00052729,0.0,0.22848
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Melamine urea formaldehyde, MF, resin, at plant - RNA","Melamine urea formaldehyde, MF, resin, at plant",kg,0.0039992,0.00041869,2.2396e-05,1.6123,0.0,1.023e-12,4.9317e-05,0.0,0.13087
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Melamine urea formaldehyde, MF, resin, neat, 60% solids - RNA","Melamine urea formaldehyde, MF, resin, neat, 60% solids",kg,0.0022644,0.00027496,3.0341,0.51886,6.3441e-09,1.1727e-06,0.00015167,1.097e-09,0.050952
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Methyl methacrylate, MMA; at plant - US","Methyl methacrylate, MMA",kg,0.023359,0.0023517,34.038,9.6161,7.3616e-08,1.3418e-05,0.00063876,3.0687e-08,0.46233
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Methylene diphenyl diisocyanate, MDI; at plant, mass alloc - RNA","Methylene diphenyl diisocyanate, MDI, resin, at plant",kg,0.0046957,0.0010006,13.914,1.9338,2.9136e-08,5.385e-06,0.00021127,1.4158e-08,0.10709
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Methylene diphenyl diisocyanate, MDI; at plant, mass and elemental alloc - RNA","Methylene diphenyl diisocyanate, MDI, resin, at plant",kg,0.0055774,0.001409,12.21,2.1976,2.5535e-08,4.6949e-06,0.00024312,9.9351e-09,0.12461
